index,vin_id,vehicle_timestamp_utc,vehicle_home,soc_pct,odometer_km
0,789342,2020-01-01 00:00:00,1,28.671720071304883,37164.72096541934
1,789342,2020-01-01 05:28:00,1,47.21646184132115,37164.72096541934
2,789342,2020-01-01 07:12:00,1,47.21646184132115,37164.72096541934
3,789342,2020-01-01 08:12:00,0,32.35560125167885,37214.415683231106
4,789342,2020-01-01 13:04:00,0,32.35560125167885,37214.415683231106
5,789342,2020-01-01 14:41:00,1,7.060871909576107,37299.0012581511
6,789342,2020-01-01 15:55:00,1,7.060871909576107,37299.0012581511
7,789342,2020-01-02 06:58:00,1,41.11643557052247,37299.0012581511
8,789342,2020-01-02 08:09:00,1,41.11643557052247,37299.0012581511
9,789342,2020-01-02 10:03:00,0,32.46076414289013,37327.9458234051
10,789342,2020-01-02 14:41:00,0,32.46076414289013,37327.9458234051
11,789342,2020-01-02 16:13:00,1,0.0,37459.24428917013
12,789342,2020-01-02 17:55:00,1,0.0,37459.24428917013
13,789342,2020-01-03 04:54:00,1,18.613533874815328,37459.24428917013
14,789342,2020-01-03 06:42:00,1,18.613533874815328,37459.24428917013
15,789342,2020-01-03 08:36:00,0,17.484478482214392,37463.01985040298
16,789342,2020-01-03 13:00:00,0,17.484478482214392,37463.01985040298
17,789342,2020-01-03 14:41:00,1,0.0,37576.83865598173
18,789342,2020-01-03 16:12:00,1,0.0,37576.83865598173
19,789342,2020-01-04 04:34:00,1,21.43016972349186,37576.83865598173
20,789342,2020-01-04 05:54:00,1,21.43016972349186,37576.83865598173
21,789342,2020-01-04 07:47:00,0,10.88622071005309,37612.097621482666
22,789342,2020-01-04 14:01:00,0,10.88622071005309,37612.097621482666
23,789342,2020-01-04 15:57:00,1,0.0,37677.966168996354
24,789342,2020-01-04 17:36:00,1,0.0,37677.966168996354
25,789342,2020-01-05 06:28:00,1,25.463213066603597,37677.966168996354
26,789342,2020-01-05 07:59:00,1,25.463213066603597,37677.966168996354
27,789342,2020-01-05 09:23:00,0,8.850400508625285,37733.51941419023
28,789342,2020-01-05 13:26:00,0,8.850400508625285,37733.51941419023
29,789342,2020-01-05 14:54:00,1,0.0,37867.10982177332
30,789342,2020-01-05 16:45:00,1,0.0,37867.10982177332
31,789342,2020-01-06 04:59:00,1,21.723089428746796,37867.10982177332
32,789342,2020-01-06 06:13:00,1,21.723089428746796,37867.10982177332
33,789342,2020-01-06 08:06:00,0,14.031610801913313,37892.83012630145
34,789342,2020-01-06 12:57:00,0,14.031610801913313,37892.83012630145
35,789342,2020-01-06 14:31:00,1,0.0,38020.42788426602
36,789342,2020-01-06 15:49:00,1,0.0,38020.42788426602
37,789342,2020-01-07 07:37:00,1,7.7503990783220384,38020.42788426602
38,789342,2020-01-07 09:29:00,1,7.7503990783220384,38020.42788426602
